year,fips_code,state,county_name,population
1995,2100,AK,Haines Borough,2271
1996,2100,AK,Haines Borough,2271
1997,2100,AK,Haines Borough,2311
1998,2100,AK,Haines Borough,2321
1999,2100,AK,Haines Borough,2288
1990,2110,AK,Juneau City and Borough,27034
1991,2110,AK,Juneau City and Borough,27879
1992,2110,AK,Juneau City and Borough,28320
1993,2110,AK,Juneau City and Borough,28654
1994,2110,AK,Juneau City and Borough,28704
1995,2110,AK,Juneau City and Borough,29199
1996,2110,AK,Juneau City and Borough,29912
1997,2110,AK,Juneau City and Borough,30296
1998,2110,AK,Juneau City and Borough,30143
1999,2110,AK,Juneau City and Borough,30192
1990,2122,AK,Kenai Peninsula Borough,41099
1991,2122,AK,Kenai Peninsula Borough,42531
1992,2122,AK,Kenai Peninsula Borough,43285
1993,2122,AK,Kenai Peninsula Borough,43903
1994,2122,AK,Kenai Peninsula Borough,45191
1995,2122,AK,Kenai Peninsula Borough,46212
1996,2122,AK,Kenai Peninsula Borough,47243
1997,2122,AK,Kenai Peninsula Borough,47806
1998,2122,AK,Kenai Peninsula Borough,48321
1999,2122,AK,Kenai Peninsula Borough,48993
1990,2130,AK,Ketchikan Gateway Borough,13956
1991,2130,AK,Ketchikan Gateway Borough,14115
1992,2130,AK,Ketchikan Gateway Borough,14467
1993,2130,AK,Ketchikan Gateway Borough,14514
1994,2130,AK,Ketchikan Gateway Borough,14611
1995,2130,AK,Ketchikan Gateway Borough,14686
1996,2130,AK,Ketchikan Gateway Borough,14835
1997,2130,AK,Ketchikan Gateway Borough,14642
1998,2130,AK,Ketchikan Gateway Borough,14228
1999,2130,AK,Ketchikan Gateway Borough,14097
1990,2150,AK,Kodiak Island Borough,13400
1991,2150,AK,Kodiak Island Borough,13937
1992,2150,AK,Kodiak Island Borough,14149
1993,2150,AK,Kodiak Island Borough,14435
1994,2150,AK,Kodiak Island Borough,14974
1995,2150,AK,Kodiak Island Borough,14883
1996,2150,AK,Kodiak Island Borough,14905
1997,2150,AK,Kodiak Island Borough,14719
1998,2150,AK,Kodiak Island Borough,14479
1999,2150,AK,Kodiak Island Borough,14350
1990,2164,AK,Lake and Peninsula Borough,1673
1991,2164,AK,Lake and Peninsula Borough,1693
1992,2164,AK,Lake and Peninsula Borough,1737
1993,2164,AK,Lake and Peninsula Borough,1709
1994,2164,AK,Lake and Peninsula Borough,1753
1995,2164,AK,Lake and Peninsula Borough,1769
1996,2164,AK,Lake and Peninsula Borough,1744
1997,2164,AK,Lake and Peninsula Borough,1725
1998,2164,AK,Lake and Peninsula Borough,1736
1999,2164,AK,Lake and Peninsula Borough,1748
1990,2170,AK,Matanuska-Susitna Borough,40151
1991,2170,AK,Matanuska-Susitna Borough,42284
1992,2170,AK,Matanuska-Susitna Borough,44709
1993,2170,AK,Matanuska-Susitna Borough,46396
1994,2170,AK,Matanuska-Susitna Borough,47982
1995,2170,AK,Matanuska-Susitna Borough,49998
1996,2170,AK,Matanuska-Susitna Borough,52018
1997,2170,AK,Matanuska-Susitna Borough,53920
1998,2170,AK,Matanuska-Susitna Borough,55793
1999,2170,AK,Matanuska-Susitna Borough,57945
1990,2180,AK,Nome Census Area,8309
1991,2180,AK,Nome Census Area,8377
1992,2180,AK,Nome Census Area,8565
1993,2180,AK,Nome Census Area,8638
1994,2180,AK,Nome Census Area,8727
1995,2180,AK,Nome Census Area,8768
1996,2180,AK,Nome Census Area,8854
1997,2180,AK,Nome Census Area,8931
1998,2180,AK,Nome Census Area,9004
1999,2180,AK,Nome Census Area,8908
1990,2185,AK,North Slope Borough,6043
1991,2185,AK,North Slope Borough,6209
1992,2185,AK,North Slope Borough,6538
1993,2185,AK,North Slope Borough,6665
1994,2185,AK,North Slope Borough,6772
1995,2185,AK,North Slope Borough,6977
1996,2185,AK,North Slope Borough,7091
1997,2185,AK,North Slope Borough,7223
1998,2185,AK,North Slope Borough,7017
1999,2185,AK,North Slope Borough,7089
1990,2188,AK,Northwest Arctic Borough,6138
1991,2188,AK,Northwest Arctic Borough,6198
1992,2188,AK,Northwest Arctic Borough,6337
1993,2188,AK,Northwest Arctic Borough,6443
1994,2188,AK,Northwest Arctic Borough,6505
1995,2188,AK,Northwest Arctic Borough,6495
1996,2188,AK,Northwest Arctic Borough,6523
1997,2188,AK,Northwest Arctic Borough,6665
1998,2188,AK,Northwest Arctic Borough,6764
1999,2188,AK,Northwest Arctic Borough,6720
1990,2220,AK,Sitka City and Borough,8637
1991,2220,AK,Sitka City and Borough,8792
1992,2220,AK,Sitka City and Borough,8884
1993,2220,AK,Sitka City and Borough,9060
1994,2220,AK,Sitka City and Borough,8795
1995,2220,AK,Sitka City and Borough,8605
1996,2220,AK,Sitka City and Borough,8439
1997,2220,AK,Sitka City and Borough,8485
1998,2220,AK,Sitka City and Borough,8305
1999,2220,AK,Sitka City and Borough,8193
1990,2240,AK,Southeast Fairbanks Census Area,5757
1991,2240,AK,Southeast Fairbanks Census Area,5841
1992,2240,AK,Southeast Fairbanks Census Area,5891
1993,2240,AK,Southeast Fairbanks Census Area,5999
1994,2240,AK,Southeast Fairbanks Census Area,6122
1995,2240,AK,Southeast Fairbanks Census Area,6159
1996,2240,AK,Southeast Fairbanks Census Area,5939
1997,2240,AK,Southeast Fairbanks Census Area,5878
1998,2240,AK,Southeast Fairbanks Census Area,5984
1999,2240,AK,Southeast Fairbanks Census Area,5852
1990,2261,AK,Valdez-Cordova Census Area,10028
1991,2261,AK,Valdez-Cordova Census Area,10122
1992,2261,AK,Valdez-Cordova Census Area,10085
1993,2261,AK,Valdez-Cordova Census Area,10205
1994,2261,AK,Valdez-Cordova Census Area,10266
1995,2261,AK,Valdez-Cordova Census Area,10346
1996,2261,AK,Valdez-Cordova Census Area,10273
1997,2261,AK,Valdez-Cordova Census Area,10339
1998,2261,AK,Valdez-Cordova Census Area,10256
1999,2261,AK,Valdez-Cordova Census Area,10229
1990,2270,AK,Wade Hampton Census Area,5817
1991,2270,AK,Wade Hampton Census Area,5966
1992,2270,AK,Wade Hampton Census Area,6135
1993,2270,AK,Wade Hampton Census Area,6337
1994,2270,AK,Wade Hampton Census Area,6478
1995,2270,AK,Wade Hampton Census Area,6530
1996,2270,AK,Wade Hampton Census Area,6642
1997,2270,AK,Wade Hampton Census Area,6791
1998,2270,AK,Wade Hampton Census Area,6868
1999,2270,AK,Wade Hampton Census Area,6963
1990,2282,AK,Yakutat City and Borough,727
1991,2282,AK,Yakutat City and Borough,786
1992,2282,AK,Yakutat City and Borough,802
1993,2282,AK,Yakutat City and Borough,774
1994,2282,AK,Yakutat City and Borough,788
1995,2282,AK,Yakutat City and Borough,838
1996,2282,AK,Yakutat City and Borough,884
1997,2282,AK,Yakutat City and Borough,867
1998,2282,AK,Yakutat City and Borough,790
1999,2282,AK,Yakutat City and Borough,770
1990,2290,AK,Yukon-Koyukuk Census Area,6713
1991,2290,AK,Yukon-Koyukuk Census Area,6811
1992,2290,AK,Yukon-Koyukuk Census Area,6892
1993,2290,AK,Yukon-Koyukuk Census Area,6713
1994,2290,AK,Yukon-Koyukuk Census Area,6486
1995,2290,AK,Yukon-Koyukuk Census Area,6412
1996,2290,AK,Yukon-Koyukuk Census Area,6347
1997,2290,AK,Yukon-Koyukuk Census Area,6299
1998,2290,AK,Yukon-Koyukuk Census Area,6311
1999,2290,AK,Yukon-Koyukuk Census Area,6188
1990,4001,AZ,Apache County,61906
1991,4001,AZ,Apache County,62471
1992,4001,AZ,Apache County,62729
1993,4001,AZ,Apache County,64054
1994,4001,AZ,Apache County,65508
1995,4001,AZ,Apache County,67547
1996,4001,AZ,Apache County,68631
1997,4001,AZ,Apache County,69450
1998,4001,AZ,Apache County,68734
1999,4001,AZ,Apache County,68562
1990,4003,AZ,Cochise County,97829
1991,4003,AZ,Cochise County,98579
1992,4003,AZ,Cochise County,100568
1993,4003,AZ,Cochise County,103085
1994,4003,AZ,Cochise County,107505
1995,4003,AZ,Cochise County,110167
1996,4003,AZ,Cochise County,110134
1997,4003,AZ,Cochise County,111652
1998,4003,AZ,Cochise County,112404
1999,4003,AZ,Cochise County,112754
1990,4005,AZ,Coconino County,97080
1991,4005,AZ,Coconino County,99525
1992,4005,AZ,Coconino County,102279
1993,4005,AZ,Coconino County,105244
1994,4005,AZ,Coconino County,108256
1995,4005,AZ,Coconino County,110426
1996,4005,AZ,Coconino County,112054
1997,4005,AZ,Coconino County,113719
1998,4005,AZ,Coconino County,114087
1999,4005,AZ,Coconino County,114498
1990,4007,AZ,Gila County,40386
1991,4007,AZ,Gila County,41120
1992,4007,AZ,Gila County,42228
1993,4007,AZ,Gila County,43441
1994,4007,AZ,Gila County,44630
1995,4007,AZ,Gila County,46086
1996,4007,AZ,Gila County,47234
1997,4007,AZ,Gila County,48215
1998,4007,AZ,Gila County,48839
1999,4007,AZ,Gila County,49051
1990,4009,AZ,Graham County,26584
1991,4009,AZ,Graham County,27194
1992,4009,AZ,Graham County,27712
1993,4009,AZ,Graham County,28578
1994,4009,AZ,Graham County,29139
1995,4009,AZ,Graham County,29933
1996,4009,AZ,Graham County,30697
1997,4009,AZ,Graham County,31255
1998,4009,AZ,Graham County,31711
1999,4009,AZ,Graham County,31998
1990,4011,AZ,Greenlee County,8039
1991,4011,AZ,Greenlee County,8320
1992,4011,AZ,Greenlee County,8667
1993,4011,AZ,Greenlee County,8889
1994,4011,AZ,Greenlee County,8990
1995,4011,AZ,Greenlee County,9155
1996,4011,AZ,Greenlee County,9321
1997,4011,AZ,Greenlee County,9418
1998,4011,AZ,Greenlee County,9323
1999,4011,AZ,Greenlee County,9018
1990,4012,AZ,La Paz County,13863
1991,4012,AZ,La Paz County,13791
1992,4012,AZ,La Paz County,13731
1993,4012,AZ,La Paz County,13794
1994,4012,AZ,La Paz County,14023
1995,4012,AZ,La Paz County,14185
1996,4012,AZ,La Paz County,14590
1997,4012,AZ,La Paz County,14757
1998,4012,AZ,La Paz County,14830
1999,4012,AZ,La Paz County,14867
1990,4013,AZ,Maricopa County,2129352
1991,4013,AZ,Maricopa County,2183182
1992,4013,AZ,Maricopa County,2244827
1993,4013,AZ,Maricopa County,2318774
1994,4013,AZ,Maricopa County,2419394
1995,4013,AZ,Maricopa County,2526113
1996,4013,AZ,Maricopa County,2614093
1997,4013,AZ,Maricopa County,2698459
1998,4013,AZ,Maricopa County,2783779
1999,4013,AZ,Maricopa County,2861395
1990,4015,AZ,Mohave County,95190
1991,4015,AZ,Mohave County,100615
1992,4015,AZ,Mohave County,105497
1993,4015,AZ,Mohave County,110916
1994,4015,AZ,Mohave County,116320
1995,4015,AZ,Mohave County,121726
1996,4015,AZ,Mohave County,125838
1997,4015,AZ,Mohave County,128331
1998,4015,AZ,Mohave County,130647
1999,4015,AZ,Mohave County,134222
1990,4017,AZ,Navajo County,77972
1991,4017,AZ,Navajo County,78959
1992,4017,AZ,Navajo County,80820
1993,4017,AZ,Navajo County,84351
1994,4017,AZ,Navajo County,86379
1995,4017,AZ,Navajo County,89665
1996,4017,AZ,Navajo County,92155
1997,4017,AZ,Navajo County,94705
1998,4017,AZ,Navajo County,96838
1999,4017,AZ,Navajo County,98327
1990,4019,AZ,Pima County,668242
1991,4019,AZ,Pima County,676729
1992,4019,AZ,Pima County,692538
1993,4019,AZ,Pima County,711392
1994,4019,AZ,Pima County,734155
1995,4019,AZ,Pima County,754262
1996,4019,AZ,Pima County,766853
1997,4019,AZ,Pima County,778684
1998,4019,AZ,Pima County,790333
1999,4019,AZ,Pima County,803618
1990,4021,AZ,Pinal County,116453
1991,4021,AZ,Pinal County,118829
1992,4021,AZ,Pinal County,122144
1993,4021,AZ,Pinal County,125896
1994,4021,AZ,Pinal County,130113
1995,4021,AZ,Pinal County,135211
1996,4021,AZ,Pinal County,139456
1997,4021,AZ,Pinal County,142936
1998,4021,AZ,Pinal County,146947
1999,4021,AZ,Pinal County,152301
1990,4023,AZ,Santa Cruz County,29885
1991,4023,AZ,Santa Cruz County,31085
1992,4023,AZ,Santa Cruz County,32323
1993,4023,AZ,Santa Cruz County,33723
1994,4023,AZ,Santa Cruz County,34982
1995,4023,AZ,Santa Cruz County,35824
1996,4023,AZ,Santa Cruz County,36187
1997,4023,AZ,Santa Cruz County,37223
1998,4023,AZ,Santa Cruz County,38155
1999,4023,AZ,Santa Cruz County,39150
1990,4025,AZ,Yavapai County,108619
1991,4025,AZ,Yavapai County,112114
1992,4025,AZ,Yavapai County,116547
1993,4025,AZ,Yavapai County,122299
1994,4025,AZ,Yavapai County,128078
1995,4025,AZ,Yavapai County,134801
1996,4025,AZ,Yavapai County,140078
1997,4025,AZ,Yavapai County,144333
1998,4025,AZ,Yavapai County,148748
1999,4025,AZ,Yavapai County,152957
1990,4027,AZ,Yuma County,107656
1991,4027,AZ,Yuma County,109881
1992,4027,AZ,Yuma County,114723
1993,4027,AZ,Yuma County,118954
1994,4027,AZ,Yuma County,120089
1995,4027,AZ,Yuma County,121807
1996,4027,AZ,Yuma County,124987
1997,4027,AZ,Yuma County,129070
1998,4027,AZ,Yuma County,131902
1999,4027,AZ,Yuma County,135614
1990,5001,AR,Arkansas County,21659
1991,5001,AR,Arkansas County,21492
1992,5001,AR,Arkansas County,21398
1993,5001,AR,Arkansas County,21201
1994,5001,AR,Arkansas County,21059
1995,5001,AR,Arkansas County,20954
1996,5001,AR,Arkansas County,20930
1997,5001,AR,Arkansas County,20753
1998,5001,AR,Arkansas County,20657
1999,5001,AR,Arkansas County,20717
1990,5003,AR,Ashley County,24283
1991,5003,AR,Ashley County,24436
1992,5003,AR,Ashley County,24545
1993,5003,AR,Ashley County,24620
1994,5003,AR,Ashley County,24523
1995,5003,AR,Ashley County,24429
1996,5003,AR,Ashley County,24366
1997,5003,AR,Ashley County,24323
1998,5003,AR,Ashley County,24337
1999,5003,AR,Ashley County,24287
1990,5005,AR,Baxter County,31285
1991,5005,AR,Baxter County,31711
1992,5005,AR,Baxter County,32443
1993,5005,AR,Baxter County,33398
1994,5005,AR,Baxter County,34453
1995,5005,AR,Baxter County,35466
1996,5005,AR,Baxter County,35929
1997,5005,AR,Baxter County,36182
1998,5005,AR,Baxter County,36319
1999,5005,AR,Baxter County,36664
1990,5007,AR,Benton County,98337
1991,5007,AR,Benton County,101601
1992,5007,AR,Benton County,105672
1993,5007,AR,Benton County,110830
1994,5007,AR,Benton County,115574
1995,5007,AR,Benton County,121155
1996,5007,AR,Benton County,126214
1997,5007,AR,Benton County,130254
1998,5007,AR,Benton County,133875
1999,5007,AR,Benton County,138424
1990,5009,AR,Boone County,28329
1991,5009,AR,Boone County,28600
1992,5009,AR,Boone County,29188
1993,5009,AR,Boone County,29868
1994,5009,AR,Boone County,30613
1995,5009,AR,Boone County,31145
1996,5009,AR,Boone County,31571
1997,5009,AR,Boone County,31709
1998,5009,AR,Boone County,31797
1999,5009,AR,Boone County,31846
1990,5011,AR,Bradley County,11779
1991,5011,AR,Bradley County,11716
1992,5011,AR,Bradley County,11632
1993,5011,AR,Bradley County,11711
1994,5011,AR,Bradley County,11623
1995,5011,AR,Bradley County,11617
1996,5011,AR,Bradley County,11558
1997,5011,AR,Bradley County,11469
1998,5011,AR,Bradley County,11408
1999,5011,AR,Bradley County,11409
1990,5013,AR,Calhoun County,5819
1991,5013,AR,Calhoun County,5793
1992,5013,AR,Calhoun County,5742
1993,5013,AR,Calhoun County,5787
1994,5013,AR,Calhoun County,5767
1995,5013,AR,Calhoun County,5780
1996,5013,AR,Calhoun County,5688
1997,5013,AR,Calhoun County,5699
1998,5013,AR,Calhoun County,5684
1999,5013,AR,Calhoun County,5657
1990,5015,AR,Carroll County,18716
1991,5015,AR,Carroll County,19076
1992,5015,AR,Carroll County,19463
1993,5015,AR,Carroll County,20297
1994,5015,AR,Carroll County,21363
1995,5015,AR,Carroll County,21884
1996,5015,AR,Carroll County,22359
1997,5015,AR,Carroll County,22391
1998,5015,AR,Carroll County,22438
1999,5015,AR,Carroll County,22516
1990,5017,AR,Chicot County,15646
1991,5017,AR,Chicot County,15688
1992,5017,AR,Chicot County,15911
1993,5017,AR,Chicot County,15831
1994,5017,AR,Chicot County,15721
1995,5017,AR,Chicot County,15478
1996,5017,AR,Chicot County,15259
1997,5017,AR,Chicot County,15218
1998,5017,AR,Chicot County,15021
1999,5017,AR,Chicot County,14858
1990,5019,AR,Clark County,21389
1991,5019,AR,Clark County,21363
1992,5019,AR,Clark County,21427
1993,5019,AR,Clark County,21804
1994,5019,AR,Clark County,22103
1995,5019,AR,Clark County,22057
1996,5019,AR,Clark County,21998
1997,5019,AR,Clark County,22176
1998,5019,AR,Clark County,21586
1999,5019,AR,Clark County,21403
1990,5021,AR,Clay County,18081
1991,5021,AR,Clay County,17997
1992,5021,AR,Clay County,17914
1993,5021,AR,Clay County,17762
1994,5021,AR,Clay County,17653
1995,5021,AR,Clay County,17507
1996,5021,AR,Clay County,17522
1997,5021,AR,Clay County,17379
1998,5021,AR,Clay County,17122
1999,5021,AR,Clay County,17025
1990,5023,AR,Cleburne County,19510
1991,5023,AR,Cleburne County,19912
1992,5023,AR,Cleburne County,20262
1993,5023,AR,Cleburne County,20955
1994,5023,AR,Cleburne County,21334
1995,5023,AR,Cleburne County,21790
1996,5023,AR,Cleburne County,22253
1997,5023,AR,Cleburne County,22548
1998,5023,AR,Cleburne County,22890
1999,5023,AR,Cleburne County,23296
1990,5025,AR,Cleveland County,7764
1991,5025,AR,Cleveland County,7798
1992,5025,AR,Cleveland County,7847
1993,5025,AR,Cleveland County,7949
1994,5025,AR,Cleveland County,8028
1995,5025,AR,Cleveland County,8143
1996,5025,AR,Cleveland County,8268
1997,5025,AR,Cleveland County,8337
1998,5025,AR,Cleveland County,8421
1999,5025,AR,Cleveland County,8558
1990,5027,AR,Columbia County,25669
1991,5027,AR,Columbia County,25756
1992,5027,AR,Columbia County,25666
1993,5027,AR,Columbia County,25534
1994,5027,AR,Columbia County,25442
1995,5027,AR,Columbia County,25474
1996,5027,AR,Columbia County,25278
1997,5027,AR,Columbia County,25252
1998,5027,AR,Columbia County,25109
1999,5027,AR,Columbia County,24686
1990,5029,AR,Conway County,19160
1991,5029,AR,Conway County,19203
1992,5029,AR,Conway County,19211
1993,5029,AR,Conway County,19211
1994,5029,AR,Conway County,19438
1995,5029,AR,Conway County,19737
1996,5029,AR,Conway County,19736
1997,5029,AR,Conway County,19953
1998,5029,AR,Conway County,19828
1999,5029,AR,Conway County,19856
1990,5031,AR,Craighead County,69282
1991,5031,AR,Craighead County,69409
1992,5031,AR,Craighead County,70685
1993,5031,AR,Craighead County,72081
1994,5031,AR,Craighead County,72748
1995,5031,AR,Craighead County,74027
1996,5031,AR,Craighead County,75202
1997,5031,AR,Craighead County,76247
1998,5031,AR,Craighead County,77199
1999,5031,AR,Craighead County,77668
1990,5033,AR,Crawford County,42741
1991,5033,AR,Crawford County,43543
1992,5033,AR,Crawford County,44287
1993,5033,AR,Crawford County,45461
1994,5033,AR,Crawford County,46414
1995,5033,AR,Crawford County,47908
1996,5033,AR,Crawford County,48828
1997,5033,AR,Crawford County,49469
1998,5033,AR,Crawford County,50267
1999,5033,AR,Crawford County,51409
1990,5035,AR,Crittenden County,49950
1991,5035,AR,Crittenden County,49632
1992,5035,AR,Crittenden County,49514
1993,5035,AR,Crittenden County,49959
